"rt","response","stim","video","question","box_colour_left","box_colour_right","correct_key","polarity","matching","modality","verbal","gesture","speaker","order","width","height","browser","vsync_rate","os","age","gender","handedness","date","blockNum","trialNum","error","vpNum"
"1539","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","na","speech","no","na","male","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:41:56 GMT+0200 (Mitteleuropäische Sommerzeit)","1","1","0","1729085660079"
"1218","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","mismatch","speech","yes","ThumbDown","female","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:03 GMT+0200 (Mitteleuropäische Sommerzeit)","1","2","0","1729085660079"
"1083","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","speech","no","ThumbDown","female","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1","3","0","1729085660079"
"1116","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","mismatch","speech","yes","ThumbDown","female","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:16 GMT+0200 (Mitteleuropäische Sommerzeit)","1","4","0","1729085660079"
"1071","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","match","speech","yes","ThumbUp","female","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:23 GMT+0200 (Mitteleuropäische Sommerzeit)","1","5","0","1729085660079"
"1051","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_f_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","na","speech","no","na","female","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:29 GMT+0200 (Mitteleuropäische Sommerzeit)","1","6","0","1729085660079"
"1201","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","speech","no","ThumbUp","female","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:36 GMT+0200 (Mitteleuropäische Sommerzeit)","1","7","0","1729085660079"
"1167","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_f_no_gesture.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","na","speech","no","na","female","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:43 GMT+0200 (Mitteleuropäische Sommerzeit)","1","8","0","1729085660079"
"1034","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","speech","yes","ThumbDown","female","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:49 GMT+0200 (Mitteleuropäische Sommerzeit)","1","9","0","1729085660079"
"1115","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_m_no_gesture.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","na","speech","no","na","male","speech-gesture","1470","920","safari","30.24","Mac OS","20","female","right","Wed Oct 16 2024 14:42:56 GMT+0200 (Mitteleuropäische Sommerzeit)","1","10","0","1729085660079"
