"rt","response","stim","video","question","box_colour_left","box_colour_right","correct_key","polarity","matching","modality","verbal","gesture","speaker","order","width","height","browser","vsync_rate","os","age","gender","handedness","date","blockNum","trialNum","error","vpNum"
"862","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f_no_sound.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","na","gesture","na","HeadShake","female","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:01:13 GMT+0200 (Mitteleuropäische Sommerzeit)","1","1","0","1727783020396"
"596","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","gesture","no","HeadNod","male","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:01:20 GMT+0200 (Mitteleuropäische Sommerzeit)","1","2","1","1727783020396"
"561","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m_no_sound.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","na","gesture","na","HeadNod","male","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:01:26 GMT+0200 (Mitteleuropäische Sommerzeit)","1","3","0","1727783020396"
"649","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","gesture","yes","HeadShake","male","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:01:32 GMT+0200 (Mitteleuropäische Sommerzeit)","1","4","0","1727783020396"
"604","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","gesture","no","HeadShake","female","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:01:38 GMT+0200 (Mitteleuropäische Sommerzeit)","1","5","0","1727783020396"
"538","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","match","gesture","no","HeadShake","male","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:01:44 GMT+0200 (Mitteleuropäische Sommerzeit)","1","6","0","1727783020396"
"556","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","mismatch","gesture","yes","HeadShake","female","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:01:50 GMT+0200 (Mitteleuropäische Sommerzeit)","1","7","0","1727783020396"
"589","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f_no_sound.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","na","gesture","na","HeadShake","female","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:01:56 GMT+0200 (Mitteleuropäische Sommerzeit)","1","8","1","1727783020396"
"542","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m_no_sound.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","na","gesture","na","HeadShake","male","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:02:02 GMT+0200 (Mitteleuropäische Sommerzeit)","1","9","0","1727783020396"
"704","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","match","gesture","no","HeadShake","male","gesture-speech","1422","800","edge-chromium","60.17","Windows 10","22","male","right","Tue Oct 01 2024 13:02:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1","10","0","1727783020396"
