"rt","response","stim","video","question","box_colour_left","box_colour_right","correct_key","polarity","matching","modality","verbal","gesture","speaker","order","width","height","browser","vsync_rate","os","age","gender","handedness","date","blockNum","trialNum","error","vpNum"
"780","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","speech","no","ThumbDown","male","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:56:13 GMT+0200 (Mitteleuropäische Sommerzeit)","1","1","0","1728464117096"
"820","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","match","speech","yes","ThumbUp","male","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:56:19 GMT+0200 (Mitteleuropäische Sommerzeit)","1","2","0","1728464117096"
"924","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","speech","yes","ThumbDown","female","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:56:26 GMT+0200 (Mitteleuropäische Sommerzeit)","1","3","1","1728464117096"
"891","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","mismatch","speech","yes","ThumbDown","male","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:56:32 GMT+0200 (Mitteleuropäische Sommerzeit)","1","4","0","1728464117096"
"858","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","mismatch","speech","no","ThumbUp","female","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:56:39 GMT+0200 (Mitteleuropäische Sommerzeit)","1","5","0","1728464117096"
"939","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","match","speech","yes","ThumbUp","female","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:56:45 GMT+0200 (Mitteleuropäische Sommerzeit)","1","6","0","1728464117096"
"797","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","mismatch","speech","yes","ThumbDown","female","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:56:51 GMT+0200 (Mitteleuropäische Sommerzeit)","1","7","0","1728464117096"
"928","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_f_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","na","speech","no","na","female","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:56:58 GMT+0200 (Mitteleuropäische Sommerzeit)","1","8","0","1728464117096"
"721","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_m_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","na","speech","yes","na","male","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:57:04 GMT+0200 (Mitteleuropäische Sommerzeit)","1","9","0","1728464117096"
"785","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","match","speech","no","ThumbDown","female","speech-gesture","1368","912","edge-chromium","61.16","Windows 10","21","female","left","Wed Oct 09 2024 09:57:11 GMT+0200 (Mitteleuropäische Sommerzeit)","1","10","0","1728464117096"
