"rt","response","stim","video","question","box_colour_left","box_colour_right","correct_key","polarity","matching","modality","verbal","gesture","speaker","order","width","height","browser","vsync_rate","os","age","gender","handedness","date","blockNum","trialNum","error","vpNum"
"1131","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","match","gesture","yes","ThumbUp","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:26:16 GMT+0200 (Central European Summer Time)","1","1","0","1724918814468"
"1114","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","gesture","no","ThumbUp","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:26:23 GMT+0200 (Central European Summer Time)","1","2","0","1724918814468"
"1608","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","gesture","no","ThumbDown","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:26:30 GMT+0200 (Central European Summer Time)","1","3","0","1724918814468"
"948","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","gesture","no","ThumbDown","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:26:36 GMT+0200 (Central European Summer Time)","1","4","1","1724918814468"
"972","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","match","gesture","yes","ThumbUp","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:26:43 GMT+0200 (Central European Summer Time)","1","5","0","1724918814468"
"1127","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","match","gesture","no","ThumbDown","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:26:50 GMT+0200 (Central European Summer Time)","1","6","0","1724918814468"
"1726","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","mismatch","gesture","yes","ThumbDown","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:26:57 GMT+0200 (Central European Summer Time)","1","7","1","1724918814468"
"1351","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","mismatch","gesture","yes","ThumbDown","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:27:04 GMT+0200 (Central European Summer Time)","1","8","0","1724918814468"
"1658","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","mismatch","gesture","no","ThumbUp","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:27:11 GMT+0200 (Central European Summer Time)","1","9","1","1724918814468"
"1304","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","match","gesture","yes","ThumbUp","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:27:18 GMT+0200 (Central European Summer Time)","1","10","0","1724918814468"
"4642","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","mismatch","gesture","no","ThumbUp","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:27:28 GMT+0200 (Central European Summer Time)","1","11","0","1724918814468"
"1079","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","gesture","no","ThumbDown","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:27:34 GMT+0200 (Central European Summer Time)","1","12","0","1724918814468"
"1169","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","match","gesture","yes","ThumbUp","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:27:41 GMT+0200 (Central European Summer Time)","1","13","1","1724918814468"
"1483","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","mismatch","gesture","no","ThumbUp","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:27:48 GMT+0200 (Central European Summer Time)","1","14","0","1724918814468"
"1155","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","match","gesture","no","ThumbDown","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:27:55 GMT+0200 (Central European Summer Time)","1","15","0","1724918814468"
"1302","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","match","gesture","no","ThumbDown","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:02 GMT+0200 (Central European Summer Time)","1","16","1","1724918814468"
"1057","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","gesture","no","ThumbUp","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:08 GMT+0200 (Central European Summer Time)","1","17","0","1724918814468"
"1346","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","gesture","no","ThumbDown","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:15 GMT+0200 (Central European Summer Time)","1","18","0","1724918814468"
"948","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","mismatch","gesture","no","ThumbUp","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:22 GMT+0200 (Central European Summer Time)","1","19","0","1724918814468"
"959","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","match","gesture","yes","ThumbUp","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:28 GMT+0200 (Central European Summer Time)","1","20","0","1724918814468"
"1339","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","mismatch","gesture","yes","ThumbDown","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:35 GMT+0200 (Central European Summer Time)","1","21","1","1724918814468"
"851","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","match","gesture","yes","ThumbUp","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:42 GMT+0200 (Central European Summer Time)","1","22","0","1724918814468"
"1098","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","mismatch","gesture","yes","ThumbDown","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:48 GMT+0200 (Central European Summer Time)","1","23","1","1724918814468"
"1264","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","gesture","no","ThumbUp","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:28:55 GMT+0200 (Central European Summer Time)","1","24","0","1724918814468"
"1626","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","gesture","no","ThumbDown","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:29:02 GMT+0200 (Central European Summer Time)","1","25","1","1724918814468"
"1255","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","match","gesture","yes","ThumbUp","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:29:09 GMT+0200 (Central European Summer Time)","1","26","0","1724918814468"
"1274","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","gesture","no","ThumbDown","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:29:16 GMT+0200 (Central European Summer Time)","1","27","0","1724918814468"
"1210","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","match","gesture","yes","ThumbUp","male","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:29:23 GMT+0200 (Central European Summer Time)","1","28","1","1724918814468"
"1112","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","mismatch","gesture","yes","ThumbDown","female","gesture-speech","1920","1200","firefox","61.35","Linux","26","male","right","Thu Aug 29 2024 09:29:29 GMT+0200 (Central European Summer Time)","1","29","0","1724918814468"
