"rt","response","stim","video","question","box_colour_left","box_colour_right","correct_key","polarity","matching","modality","verbal","gesture","speaker","order","width","height","browser","vsync_rate","os","age","gender","handedness","date","blockNum","trialNum","error","vpNum"
"1091","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","match","speech","yes","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:10:56 GMT+0200 (Mitteleuropäische Sommerzeit)","1","1","0","1729069159466"
"824","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","match","speech","no","HeadShake","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:02 GMT+0200 (Mitteleuropäische Sommerzeit)","1","2","0","1729069159466"
"1504","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","mismatch","speech","no","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1","3","0","1729069159466"
"825","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","match","speech","yes","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:16 GMT+0200 (Mitteleuropäische Sommerzeit)","1","4","0","1729069159466"
"796","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","mismatch","speech","no","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:22 GMT+0200 (Mitteleuropäische Sommerzeit)","1","5","0","1729069159466"
"1442","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","mismatch","speech","yes","HeadShake","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:29 GMT+0200 (Mitteleuropäische Sommerzeit)","1","6","0","1729069159466"
"1344","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","na","speech","no","na","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:36 GMT+0200 (Mitteleuropäische Sommerzeit)","1","7","0","1729069159466"
"873","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","match","speech","yes","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:42 GMT+0200 (Mitteleuropäische Sommerzeit)","1","8","0","1729069159466"
"724","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","match","speech","yes","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:49 GMT+0200 (Mitteleuropäische Sommerzeit)","1","9","0","1729069159466"
"797","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","na","speech","no","na","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:11:55 GMT+0200 (Mitteleuropäische Sommerzeit)","1","10","0","1729069159466"
"966","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f_no_gesture.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","na","speech","yes","na","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:01 GMT+0200 (Mitteleuropäische Sommerzeit)","1","11","0","1729069159466"
"1608","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","speech","no","HeadShake","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1","12","0","1729069159466"
"864","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","mismatch","speech","yes","HeadShake","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:15 GMT+0200 (Mitteleuropäische Sommerzeit)","1","13","0","1729069159466"
"797","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","match","speech","yes","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:21 GMT+0200 (Mitteleuropäische Sommerzeit)","1","14","0","1729069159466"
"791","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m_no_gesture.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","na","speech","no","na","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:28 GMT+0200 (Mitteleuropäische Sommerzeit)","1","15","0","1729069159466"
"794","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","match","speech","yes","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:34 GMT+0200 (Mitteleuropäische Sommerzeit)","1","16","0","1729069159466"
"768","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m_no_gesture.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","na","speech","yes","na","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:40 GMT+0200 (Mitteleuropäische Sommerzeit)","1","17","0","1729069159466"
"947","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","mismatch","speech","yes","HeadShake","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:47 GMT+0200 (Mitteleuropäische Sommerzeit)","1","18","0","1729069159466"
"941","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","mismatch","speech","yes","HeadShake","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:12:53 GMT+0200 (Mitteleuropäische Sommerzeit)","1","19","0","1729069159466"
"838","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","speech","no","HeadShake","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:00 GMT+0200 (Mitteleuropäische Sommerzeit)","1","20","0","1729069159466"
"2021","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","mismatch","speech","no","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:07 GMT+0200 (Mitteleuropäische Sommerzeit)","1","21","0","1729069159466"
"1011","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","speech","no","HeadShake","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:14 GMT+0200 (Mitteleuropäische Sommerzeit)","1","22","0","1729069159466"
"811","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","speech","no","HeadShake","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:20 GMT+0200 (Mitteleuropäische Sommerzeit)","1","23","0","1729069159466"
"773","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","speech","yes","HeadShake","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:27 GMT+0200 (Mitteleuropäische Sommerzeit)","1","24","0","1729069159466"
"997","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","speech","no","HeadShake","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:33 GMT+0200 (Mitteleuropäische Sommerzeit)","1","25","0","1729069159466"
"1040","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f_no_gesture.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","na","speech","yes","na","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:40 GMT+0200 (Mitteleuropäische Sommerzeit)","1","26","0","1729069159466"
"823","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","mismatch","speech","no","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:46 GMT+0200 (Mitteleuropäische Sommerzeit)","1","27","0","1729069159466"
"983","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","mismatch","speech","yes","HeadShake","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:53 GMT+0200 (Mitteleuropäische Sommerzeit)","1","28","0","1729069159466"
"843","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","mismatch","speech","no","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:13:59 GMT+0200 (Mitteleuropäische Sommerzeit)","1","29","0","1729069159466"
"709","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","speech","no","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:05 GMT+0200 (Mitteleuropäische Sommerzeit)","1","30","0","1729069159466"
"837","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_m_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","na","speech","yes","na","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:12 GMT+0200 (Mitteleuropäische Sommerzeit)","1","31","0","1729069159466"
"829","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","speech","no","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:18 GMT+0200 (Mitteleuropäische Sommerzeit)","1","32","0","1729069159466"
"916","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","match","speech","yes","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:24 GMT+0200 (Mitteleuropäische Sommerzeit)","1","33","0","1729069159466"
"990","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","speech","no","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:31 GMT+0200 (Mitteleuropäische Sommerzeit)","1","34","0","1729069159466"
"2296","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m_no_gesture.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","na","speech","no","na","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:39 GMT+0200 (Mitteleuropäische Sommerzeit)","1","35","0","1729069159466"
"1248","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","mismatch","speech","no","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:46 GMT+0200 (Mitteleuropäische Sommerzeit)","1","36","0","1729069159466"
"897","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","mismatch","speech","no","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:52 GMT+0200 (Mitteleuropäische Sommerzeit)","1","37","0","1729069159466"
"813","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","speech","no","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:14:58 GMT+0200 (Mitteleuropäische Sommerzeit)","1","38","0","1729069159466"
"765","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfNein_m_no_gesture.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","na","speech","no","na","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:05 GMT+0200 (Mitteleuropäische Sommerzeit)","1","39","0","1729069159466"
"962","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","mismatch","speech","no","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:11 GMT+0200 (Mitteleuropäische Sommerzeit)","1","40","0","1729069159466"
"805","j","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","mismatch","speech","no","HeadNod","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:18 GMT+0200 (Mitteleuropäische Sommerzeit)","1","41","0","1729069159466"
"870","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f_no_gesture.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","na","speech","no","na","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:24 GMT+0200 (Mitteleuropäische Sommerzeit)","1","42","0","1729069159466"
"677","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","match","speech","yes","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:30 GMT+0200 (Mitteleuropäische Sommerzeit)","1","43","0","1729069159466"
"1095","f","SpeechGestureMatch","../RequiredFiles/videos/NeinKopfJa_f_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","na","speech","no","na","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:37 GMT+0200 (Mitteleuropäische Sommerzeit)","1","44","0","1729069159466"
"1657","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfJa_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","match","speech","yes","HeadNod","male","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:44 GMT+0200 (Mitteleuropäische Sommerzeit)","1","45","0","1729069159466"
"821","f","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f_no_gesture.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","na","speech","yes","na","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:50 GMT+0200 (Mitteleuropäische Sommerzeit)","1","46","0","1729069159466"
"1071","j","SpeechGestureMatch","../RequiredFiles/videos/JaKopfNein_f_no_gesture.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","na","speech","yes","na","female","speech-gesture","1536","864","chrome","60.62","Windows 10","22","female","left","Wed Oct 16 2024 10:15:57 GMT+0200 (Mitteleuropäische Sommerzeit)","1","47","0","1729069159466"
