"rt","response","stim","video","question","box_colour_left","box_colour_right","correct_key","polarity","matching","modality","verbal","gesture","speaker","order","width","height","browser","vsync_rate","os","age","gender","handedness","date","blockNum","trialNum","error","vpNum"
"1772","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_f.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","match","speech","no","ThumbDown","female","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:26:41 GMT+0200 (Mitteleuropäische Sommerzeit)","1","1","0","1728688123515"
"1357","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","mismatch","speech","no","ThumbUp","male","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:26:48 GMT+0200 (Mitteleuropäische Sommerzeit)","1","2","1","1728688123515"
"1431","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","mismatch","speech","yes","ThumbDown","female","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:26:55 GMT+0200 (Mitteleuropäische Sommerzeit)","1","3","1","1728688123515"
"2316","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","match","speech","no","ThumbDown","male","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:27:03 GMT+0200 (Mitteleuropäische Sommerzeit)","1","4","1","1728688123515"
"1837","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","match","speech","yes","ThumbUp","female","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:27:10 GMT+0200 (Mitteleuropäische Sommerzeit)","1","5","1","1728688123515"
"2078","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","speech","no","ThumbUp","male","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:27:18 GMT+0200 (Mitteleuropäische Sommerzeit)","1","6","0","1728688123515"
"1493","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","speech","no","ThumbUp","female","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:27:25 GMT+0200 (Mitteleuropäische Sommerzeit)","1","7","0","1728688123515"
"2885","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_f_no_gesture.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","na","speech","no","na","female","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:27:33 GMT+0200 (Mitteleuropäische Sommerzeit)","1","8","0","1728688123515"
"1062","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","match","speech","yes","ThumbUp","female","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:27:40 GMT+0200 (Mitteleuropäische Sommerzeit)","1","9","0","1728688123515"
"993","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_m_no_gesture.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","na","speech","yes","na","male","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:27:47 GMT+0200 (Mitteleuropäische Sommerzeit)","1","10","0","1728688123515"
"2313","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_f_no_gesture.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","na","speech","no","na","female","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:27:54 GMT+0200 (Mitteleuropäische Sommerzeit)","1","11","1","1728688123515"
"3594","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m_no_gesture.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","na","speech","no","na","male","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:28:04 GMT+0200 (Mitteleuropäische Sommerzeit)","1","12","0","1728688123515"
"2905","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","mismatch","speech","yes","ThumbDown","male","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:28:12 GMT+0200 (Mitteleuropäische Sommerzeit)","1","13","0","1728688123515"
"1160","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_f_no_gesture.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","na","speech","no","na","female","speech-gesture","1707","960","chrome","61.26","Chrome OS","20","female","right","Fri Oct 11 2024 19:28:19 GMT+0200 (Mitteleuropäische Sommerzeit)","1","14","0","1728688123515"
