"rt","response","stim","video","question","box_colour_left","box_colour_right","correct_key","polarity","matching","modality","verbal","gesture","speaker","order","width","height","browser","vsync_rate","os","age","gender","handedness","date","blockNum","trialNum","error","vpNum"
"890","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f_no_sound.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","na","gesture","na","ThumbUp","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:57:26 GMT+0200 (Mitteleuropäische Sommerzeit)","1","1","0","1729626077327"
"770","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f_no_sound.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","na","gesture","na","ThumbUp","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:57:32 GMT+0200 (Mitteleuropäische Sommerzeit)","1","2","0","1729626077327"
"1833","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","mismatch","gesture","no","ThumbUp","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:57:39 GMT+0200 (Mitteleuropäische Sommerzeit)","1","3","1","1729626077327"
"861","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","gesture","no","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:57:46 GMT+0200 (Mitteleuropäische Sommerzeit)","1","4","1","1729626077327"
"970","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","mismatch","gesture","yes","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:57:52 GMT+0200 (Mitteleuropäische Sommerzeit)","1","5","0","1729626077327"
"1037","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","gesture","no","ThumbUp","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:57:59 GMT+0200 (Mitteleuropäische Sommerzeit)","1","6","0","1729626077327"
"1037","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","mismatch","gesture","yes","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:05 GMT+0200 (Mitteleuropäische Sommerzeit)","1","7","0","1729626077327"
"927","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","mismatch","gesture","yes","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:12 GMT+0200 (Mitteleuropäische Sommerzeit)","1","8","0","1729626077327"
"744","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","match","gesture","no","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:18 GMT+0200 (Mitteleuropäische Sommerzeit)","1","9","0","1729626077327"
"704","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_m_no_sound.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","na","gesture","na","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:24 GMT+0200 (Mitteleuropäische Sommerzeit)","1","10","1","1729626077327"
"716","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_f_no_sound.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","na","gesture","na","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:31 GMT+0200 (Mitteleuropäische Sommerzeit)","1","11","0","1729626077327"
"1098","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","match","gesture","yes","ThumbUp","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:37 GMT+0200 (Mitteleuropäische Sommerzeit)","1","12","1","1729626077327"
"847","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","gesture","no","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:44 GMT+0200 (Mitteleuropäische Sommerzeit)","1","13","0","1729626077327"
"866","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m_no_sound.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","na","gesture","na","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:50 GMT+0200 (Mitteleuropäische Sommerzeit)","1","14","0","1729626077327"
"1132","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","gesture","yes","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:58:57 GMT+0200 (Mitteleuropäische Sommerzeit)","1","15","0","1729626077327"
"1005","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","match","gesture","yes","ThumbUp","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:03 GMT+0200 (Mitteleuropäische Sommerzeit)","1","16","0","1729626077327"
"861","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","match","gesture","no","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:10 GMT+0200 (Mitteleuropäische Sommerzeit)","1","17","0","1729626077327"
"1047","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_m_no_sound.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","na","gesture","na","ThumbUp","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:16 GMT+0200 (Mitteleuropäische Sommerzeit)","1","18","0","1729626077327"
"991","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f_no_sound.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","na","gesture","na","ThumbUp","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:23 GMT+0200 (Mitteleuropäische Sommerzeit)","1","19","0","1729626077327"
"1232","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_m.mp4","Ist der Ball in der grünen Box?","Green","Blue","J","negation","mismatch","gesture","yes","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:30 GMT+0200 (Mitteleuropäische Sommerzeit)","1","20","1","1729626077327"
"1070","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","mismatch","gesture","yes","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:36 GMT+0200 (Mitteleuropäische Sommerzeit)","1","21","0","1729626077327"
"1112","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","F","negation","mismatch","gesture","yes","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:43 GMT+0200 (Mitteleuropäische Sommerzeit)","1","22","0","1729626077327"
"1153","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f_no_sound.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","na","gesture","na","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:50 GMT+0200 (Mitteleuropäische Sommerzeit)","1","23","0","1729626077327"
"1023","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m_no_sound.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","na","gesture","na","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 20:59:56 GMT+0200 (Mitteleuropäische Sommerzeit)","1","24","0","1729626077327"
"990","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_m_no_sound.mp4","Ist der Ball in der grünen Box?","Green","Blue","F","affirmation","na","gesture","na","ThumbUp","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 21:00:03 GMT+0200 (Mitteleuropäische Sommerzeit)","1","25","0","1729626077327"
"1215","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","F","affirmation","match","gesture","yes","ThumbUp","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 21:00:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1","26","0","1729626077327"
"1604","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenhoch_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","J","affirmation","mismatch","gesture","no","ThumbUp","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 21:00:17 GMT+0200 (Mitteleuropäische Sommerzeit)","1","27","0","1729626077327"
"1276","j","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_f.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","match","gesture","no","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 21:00:23 GMT+0200 (Mitteleuropäische Sommerzeit)","1","28","0","1729626077327"
"903","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenhoch_m.mp4","Ist der Ball in der grünen Box?","Blue","Green","J","affirmation","match","gesture","yes","ThumbUp","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 21:00:30 GMT+0200 (Mitteleuropäische Sommerzeit)","1","29","1","1729626077327"
"1212","f","SpeechGestureMatch","../RequiredFiles/videos/NeinDaumenrunter_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","match","gesture","no","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 21:00:37 GMT+0200 (Mitteleuropäische Sommerzeit)","1","30","0","1729626077327"
"964","j","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_f_no_sound.mp4","Ist der Ball in der blauen Box?","Blue","Green","J","negation","na","gesture","na","ThumbDown","female","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 21:00:43 GMT+0200 (Mitteleuropäische Sommerzeit)","1","31","0","1729626077327"
"1247","f","SpeechGestureMatch","../RequiredFiles/videos/JaDaumenrunter_m.mp4","Ist der Ball in der blauen Box?","Green","Blue","F","negation","mismatch","gesture","yes","ThumbDown","male","gesture-speech","1440","960","edge-chromium","30.17","Windows 10","21","female","right","Tue Oct 22 2024 21:00:50 GMT+0200 (Mitteleuropäische Sommerzeit)","1","32","0","1729626077327"
